id,code,name,menudeo,mayoreo,empaque,stock
1182,SHE-319,BOLIGRAFO SHELY NEON C/GRIP C/5,12,11,10.5,119
1183,SHE-320,PLUMA DE GEL SHELY DIAMANTADA C/5,18,16,15,180
1184,SHE-321,CALCULADORA ESCOLAR DE BOLSILLO 8 DIG,25,22,20.5,33
1185,SHE-322,CALCULADORA CIENTIFICA 10 DIG,64,55,53,115
1186,SHE-323,CALCULADORA ESCOLAR 12 DIG,115,99,94,31
1187,SHE-324,CALCULADORA DE ESCRITORIO 12 DIG COLORES ,155,135,126,16
1188,SHE-325,CALCULADORA DE ESCRITORIO NEGRA 12 DIG,75,65,62,40
1189,SHE-326,CALCULADORA PORTATIL 12 DIG,160,138,131,13
1190,SHE-327,GOMA DE MIGAJON SHELY SH36BLACK,55,48,45,47
1191,SHE-328,GOMA DE MIGAJON SHELY SH36NEON,55,48,45,43
1192,SHE-340,PLUMIN SHELY DE BOLSA C/12 ,14.1,12.4,11.8,105
1193,SHE-341,MARCATEXTOS SHELY C/6 CANDY ,23.3,20.6,19.4,129
1194,SHE-342, MINI MARCATEXTOS SHELY C/6 NEON ,23.9,21.1,19.9,5
1195,SHE-343,LPZ DE GRAFITO LAPI SEMANA C/7,15.8,14,13.2,0
1196,SHE-344,LPZ DE GRAFITO EN BOTE C/72 AZUL Y NEGRO + 6 DE RE,186.5,164.5,155.4,0
1197,SHE-345,CARPETA 3 ARILLOS TURQUESA,45,38,35.5,0
1198,SHE-346,CARPETA 3 ARILLOS ROSA,45,38,35.5,0
1199,SHE-347,CARPETA 3 ARILLOS AZUL CIELO,45,38,35.5,0
1200,SHE-348,CARPETA 3 ARILLOS FIUSHA,45,38,35.5,0
1201,SHE-349,PLUMA TINTA BORRABLE EST C/4 2N 1R 1 A ,35.8,31.7,30,72
1202,SHE-350,PLUMA SHELY DE TINTA LIQUIDA P/AGUJA EST/8,37.5,33,31,95
1203,SHE-351,LAPIZ TRICOLOR SHELY C/10 GRAFITO+ROJO+AZUL,38.5,33.9,32,131
1204,SHE-352,DESPACHADOR DE COLORES CHICO SHELY ,33.87,30.65,29.31,0
1205,SHE-353,DESPACHADOR DE COLORES MEDIANO SHELY ,49.6,44.87,42.92,0
1206,SHE-354,DESPACHADOR DE COLORES GRANDE SHELY ,74.33,67.25,64.32,0
1207,SHE-355,SACAPUNTAS ESFERICO SHELY 2/HOYOS,192,170,162,0
1208,SHE-356,GOMA SHELY DE MIGAJON RAINBOW C/20,68,60,57,9
1209,SHE-357,GOMA SHELY  DE MIGAJON COLORS SH60 C/4,9,7.5,7.2,272
1210,SHE-358,GOMA SHELY DE MIGAJON  RAINBOW SH36 C/4,10,8.7,8.2,233
1211,SHE-359,ENGRAPADORA GRIS TIRA COMPLETA SHELY  8231,79.17,75,71.5,0
1212,SHE-360,COLORES SHELY BORRABLES C/12 ,19.5,17,16.2,197
1213,SHE-361,COLORES SHELY BORRABLES C/24,39,34,32.4,122
1214,SHE-362,LAPIZ DE GRAFITO CRACK/NEON C/10,27.5,24,22.7,0
1215,SHE-363,LAPIZ DE TABLAS MADERA NEGRA C/10,27.5,24,22.7,0
1216,SHE-364,SILICON LIQUIDO SHELY SOLVENTE EN FCO.DE 500ML,68.2,60.2,57,24
1217,SHE-371,MINI ENGRAPADORA PASTEL COL CLAROS ,24,21.2,20,0
1218,SHE-372,CRAYONES DE CERA SHELY C/10 AMARILLO NEON,70,65,62,0
1219,SHE-373,CRAYONES DE CERA SHELY C/10 AZUL NEON,70,65,62,0
1220,SHE-374,CRAYONES DE CERA SHELY C/10 MORADONEON,70,65,62,0
1221,SHE-375,CRAYONES DE CERA SHELY C/10 NARANJA NEON,70,65,62,0
1222,SHE-376,CRAYONES DE CERA SHELY C/10 ROSA NEON,70,65,62,0
1223,SHE-377,CRAYONES DE CERA SHELY C/10 VERDE NEON,70,65,62,0
1224,SHE-378,CRAYONES SHELY TRIANGULARES JUMBO C/12,23,20.3,19.2,0
1225,SHE-379,CRAYONES SHELY TRIANGULARES JUMBO C/24,46,40.6,38.4,0
1226,SHE-380,CRAYONES SHELY TRIANG JUMBO DOBLE PUNTA C/12,25.7,22.7,21.4,0
1227,SHE-381,PEGAMENTO LIQUIDO CUATITOS 60GR,4.7,4.2,3.9,0
1228,SHE-382,MARCADOR PERMANENTE DOBLE PUNTA SET C/4,19.5,16.8,15.9,0
1229,SHE-383,BOTE SURTIDO SHELY DUO-CARMIN-BICOLOR C/50 PZS ,145,133,125,0
1230,SHE-384,LAPIZ DE GRAFITO SHELY HB SOFT TOUCH C/10,27.5,24,22.7,0
1231,SHE-385,COLORES SHELY BORRABLES JUMBO C/12,60,53,50,0
1232,SHE-386,LPZ TRIANG BICOLOR SHELY C/10 GRAFITO/AZUL,36.7,32.4,30.6,0
1233,TIJ-004,"TIJERA SHELY SA3550  5""",6.05,5.5,4.8,0
1234,TIJ-005,TIJERA SHELY SC9308,20.9,19,17,0
1235,TIJ-006,TIJERA SHELY SC8508,20.9,19,17,0
1236,TIJ-007,TIJERA DE MANUALIDADES EN BLISTER C/10,117.6,103.8,98,1
1237,TIJ-008,TIJERA ESCOLAR SHELY LS-SS-62,11.02,10.7,9.6,0
1238,TIJ-009,TIJERA ESCOLAR SHELY SA253,8.25,7.5,6.5,0
1239,TIJ-010,"TIJERA SHELY SC8507  7""",16.5,15,13.5,0
1240,TIJ-011,"TIJERA SHELY SC9307  7.25""",16.5,15,13.5,0
1241,TIJ-012,TIJERA SHELY NEGRA DE OFICINA SP7006,12.5,11.31,10.82,0
1242,TIJ-013,"TIJERA SHELY TODO USO S4007  6 3/4 """,19.22,17.39,16.63,0
1243,TIJ-014,"TIJERA SHELY TODO USO S5008  8 1/4 """,22.4,21.5,20,0
1244,TIJ-015,TIJERA SHELY NEGRA DE OFICINA SP6011,14,13,12,88
1245,TIJ-019,"TIJERA ESCOLAR SHELY 4 3/4"" GR-SS-498",6.99,6.32,6.05,0
1246,TIJ-021,"TIJERA ESCOLAR SHELY LS-103LP  5"" COL. PASTEL",4.8,4.2,4,0
1247,TIJ-022,"TIJERA ESCOLAR SHELY LS-103L  5"" COL. SOLIDOS",4.8,4.2,4,198
1248,TSC-004,COJIN PARA SELLO SHELY CHICO SIN TINTA,17,15,13.5,0
1249,TSC-005,COJIN PARA SELLO SHELY GRANDE SIN TINTA,21,19,17,0
1250,LEO-001,LPZ COLORES LEONCITO C/24 LARGOS,40,36,34.4,70
1251,LEO-002,LPZ BICOLOR DELGADO LEONCITO C/100,2.42,2.2,2,"1,500.00"
1252,LEO-003,LPZ BICOLOR JUMBO LEONCITO C/50,4.84,4.4,4,0
1253,LEO-004,CALCULADORA ESCOLAR LEONCITO,20,15.5,14.5,0
1254,LEO-005,LPZ COLORES LEONCITO C/12 LARGOS,20,18,17.2,0
1255,LEO-006,LPZ COLORES LEONCITO C/12 CORTOS,10,9,8.6,81
1256,LEO-007,CALCULADORA CIENTIFICA LEONCITO,38,34.5,32.5,38
1257,GLL-013,LIGA DE HULE N.10 NATURAL 80 GR,30,27,25.5,119
1258,GLL-014,LIGA DE HULE N.10 COLORES 80 GR,30,27,25.5,187
1259,GLL-015,LIGA DE HULE N.18 NATURAL 80 GR,30,27,25.5,135
1260,GLL-016,LIGA DE HULE N.18 COLORES 80 GR,30,27,25.5,112
1261,APA-020,PAPEL CREPE PINGÜINO NARANJA C/10,45,40,38,46
1262,APA-021,PAPEL CREPE PINGÜINO AMARILLO HUEVO C/10,45,40,38,28
1263,APA-022,PAPEL CREPE PINGÜINO AZUL VICTORIA C/10,45,40,38,28
1264,APA-023,PAPEL CREPE PINGÜINO MANDARINA C/10,45,40,38,31
1265,APA-024,PAPEL CREPE PINGÜINO AZUL CIELO C/10,45,40,38,28
1266,APA-025,PAPEL CREPE PINGÜINO ROJO NAVIDAD C/10,45,40,38,39
1267,APA-026,PAPEL CREPE PINGÜINO MORADO C/10,45,40,38,31
1268,PAP-001,PAPEL CHINA BELUMOSA BLANCO C/100,80,73,70,16
1269,PAP-002,PAPEL CHINA BELUMOSA CANARIO C/100,88,80,78,9
1270,PAP-003,PAPEL CHINA BELUMOSA MANDARINA C/100,88,80,78,10
1271,PAP-004,PAPEL CHINA BELUMOSA ROSA PALIDO C/100,88,80,78,10
1272,PAP-005,PAPEL CHINA BELUMOSA SOLFERINO C/100,88,80,78,12
1273,PAP-006,PAPEL CHINA BELUMOSA LILA C/100,88,80,78,13
1274,PAP-007,PAPEL CHINA BELUMOSA MORADO C/100,88,80,78,14
1275,PAP-008,PAPEL CHINA BELUMOSA TURQUESA C/100,88,80,78,11
1276,PAP-009,PAPEL CHINA BELUMOSA VERDE LIMON C/100,88,80,78,17
1277,PAP-010,PAPEL CHINA BELUMOSA VERDE BANDERA C/100,88,80,78,9
1278,PAP-011,PAPEL CHINA BELUMOSA CAFE C/100,88,80,78,13
1279,PAP-012,PAPEL CHINA BELUMOSA NEGRO C/100,88,80,78,17
1280,PAP-013,PAPEL CHINA BELUMOSA AZUL VICTORIA C/100,88,80,78,14
1281,PAP-014,PAPEL CHINA BELUMOSA AZUL CIELO C/100,88,80,78,12
1282,PAP-015,PAPEL CHINA BELUMOSA ROJO NAVIDAD C/100,88,80,78,13
1283,PAP-016,PAPEL CHINA BELUMOSA VERDE NAVIDAD C/100,88,80,78,14
1284,PAP-017,PAPEL CHINA BELUMOSA MANGO C/100,88,80,78,19
1285,PAP-038,PAPEL CHINA BELUMOSA NARANJA C/100,88,80,78,11
1286,PAP-039,PAPEL CHINA BELUMOSA AZUL COBALTO C/100,88,80,78,15
1287,PAP-040,PAPEL CHINA BELUMOSA DURAZNO C/100,88,80,78,9
1288,PAP-041,PAPEL CHINA BELUMOSA BUGAMBILIA C/100,88,80,78,17
1289,PAP-042,PAPEL CHINA BELUMOSA AMARILLO FUERTE C/100,88,80,78,15
1290,PAP-043,PAPEL CHINA BELUMOSA VERDE MANZANA C/100,88,80,78,13
1291,PAP-044,PAPEL CHINA BELUMOSA AMARILLO HUEVO C/100,88,80,78,12
1292,PAP-045,PAPEL CHINA BELUMOSA ROSA MEXICANO C/100,88,80,78,18
1293,PAP-046,PAPEL CHINA BELUMOSA ROJO BANDERA C/100,88,80,78,13
1294,PAP-047,PAPEL CHINA BELUMOSA AZUL MARINO C/100,88,80,78,11
1295,PAP-048,PAPEL CHINA BELUMOSA ZEMPAZUCHITL C/100,88,80,78,14
1296,PAP-049,PAPEL CHINA BELUMOSA ROSA C/100,88,80,78,10
1297,PAP-050,PAPEL CHINA BELUMOSA SALMON C/100,88,80,78,13
1298,PAP-051,PAPEL CHINA BELUMOSA AZUL FUERTE C/100,88,80,78,24
1299,PAP-052,PAPEL CHINA BELUMOSA AGUAMARINA C/100,88,80,78,7
1300,PAP-053,PAPEL CHINA BELUMOSA ROJO BURDEOS C/100,88,80,78,16
1301,PAP-054,PAPEL CHINA BELUMOSA BEIGE C/100,88,80,78,18
1302,PAP-055,PAPEL CHINA BELUMOSA UVA C/100,88,80,78,11
1303,PAP-056,PAPEL CHINA BELUMOSA JADE C/100,88,80,78,14
1304,PAP-057,PAPEL CHINA BELUMOSA AZUL REY C/100,88,80,78,15
1305,PAP-058,PAPEL CHINA BELUMOSA VERDE MENTA C/100,88,80,78,11
1306,PAP-059,PAPEL CHINA BELUMOSA GRIS C/100,88,80,78,16
1307,PAP-060,PAPEL CHINA BELUMOSA AMARILLO INCENDIO C/100,88,80,78,8
1308,PAP-061,PAPEL CHINA BELUMOSA VERDE AGUA C/100,88,80,78,8
1309,PAP-062,PAPEL CHINA BELUMOSA CORAL C/100,88,80,78,10
1310,PAP-063,PAPEL CHINA BELUMOSA TRICOLOR C/100,245,235,230,1
1311,PAP-066,PAPEL CHINA COMBINADO BANDERA C/100,88,80,78,0
1312,PEX-025,PAPEL CREPE PINGÜINO VERDE MANZANA C/10,45,40,38,27
1313,PEX-026,PAPEL CREPE PINGÜINO BLANCO C/10,45,40,38,29
1314,PEX-027,PAPEL CREPE PINGÜINO VERDE MENTA C/10,45,40,38,36
1315,PEX-028,PAPEL CREPE PINGÜINO BUGAMBILIA C/10,45,40,38,38
1316,PEX-029,PAPEL CREPE PINGÜINO VERDE BANDERA C/10,45,40,38,66
1317,PEX-030,PAPEL CREPE PINGÜINO ROSA PALIDO C/10,45,40,38,33
1318,PEX-031,PAPEL CREPE PINGÜINO ROSA MEXICANO C/10,45,40,38,46
1319,PEX-032,PAPEL CREPE PINGÜINO SALMON C/10,45,40,38,39
1320,PEX-033,PAPEL CREPE PINGÜINO NEGRO C/10,45,40,38,31
1321,PEX-034,PAPEL CREPE PINGÜINO TURQUESA C/10,45,40,38,41
1322,PEX-035,PAPEL CREPE PINGÜINO CANARIO C/10,45,40,38,45
1323,PEX-036,PAPEL CREPE PINGÜINO VERDE LIMON C/10,45,40,38,44
1324,PEX-038,PAPEL CREPE PINGÜINO MANGO C/10,45,40,38,39
1325,PEX-039,PAPEL CREPE PINGÜINO LILA C10,45,40,38,43
1326,PEX-040,PAPEL CREPE PINGÜINO ROJO C/10,45,40,38,39
1327,PEX-041,PAPEL CREPE PINGÜINO AMARILLO FUERTE C/10,45,40,38,27
1328,PEX-042,PAPEL CREPE PINGÜINO AZUL COBALTO C/10,45,40,38,30
1329,PEX-043,PAPEL CREPE PINGÜINO AZUL MARINO C/10,45,40,38,40
1330,PEX-044,PAPEL CREPE PINGÜINO CAFE C/10,45,40,38,48
1331,PEX-045,PAPEL CREPE PINGÜINO VERDE NAVIDAD C/10,45,40,38,22
1332,PEX-049,PAPEL CREPE PINGÜINO ROSA C/10,45,40,38,24
1333,PEX-050,PAPEL CREPE PINGÜINO ZEMPAZUCHITL C/10,45,40,38,18
1334,PEX-051,PAPEL CREPE PINGÜINO DURAZNO C/10,45,40,38,35
1335,PEX-052,PAPEL CREPE PINGÜINO AGUAMARINA C/10,45,40,38,39
1336,PEX-053,PAPEL CREPE PINGÜINO AZUL REY C/10,45,40,38,29
1337,PEX-054,PAPEL CREPE PINGÜINO GRIS C/10,45,40,38,49
1338,PEX-055,PAPEL CREPE PINGÜINO OCRE C/10,45,40,38,30
1339,PEX-056,PAPEL CREPE PINGÜINO MARFIL C/10,45,40,38,29
1340,PEX-057,PAPEL CREPE PINGÜINO VIOLETA C/10,45,40,38,27
1341,PEX-058,PAPEL CREPE PINGÜINO CAFE OBSCURO C/10,45,40,38,44
1342,PEX-063,PAPEL CREPE PINGÜINO TRICOLOR C/10,60,56.5,54.5,29
1343,PEX-064,PAPEL CREPE PINGÜINO BEIGE C/10,45,40,38,38
1344,PEX-065,PAPEL CREPE PINGÜINO COMBINADO PASTEL C/10,47,42,40,31
1345,PEX-066,PAPEL CREPE PINGÜINO PAQ MULTICOLOR C/10,47,42,40,26
1346,PEX-067,PAPEL CREPE PINGÜINO COMBINADO FOSFORESCENTE C/10,60,56.5,54.5,29
1347,PEX-068,PAPEL CREPE PINGÜINO COMBINADO METALICO C/10,75,70,68,35
1348,PEX-069,PAPEL CREPE PINGÜINO COMBINADO APERLADO C/10,75,70,68,39
1349,PEX-070,PAPEL CREPE PINGÜINO  COMBINA. BANDERA C/10,45,40,38,15
1350,APA-009,GOMA 4836 MILAN TRIANGULAR C/36,106,97,91,0
1351,APA-010,GOMA VALMIGOMA KITTIE,121,110,95,0
1352,APA-016,GOMA VALMIGOMA UNICORNIO,121,110,95,13
1353,APA-017,GOMA VALMIGOMA CORAZONES,121,110,95,0
1354,COJ-004,COJIN LIMPIADOR FACTIS,40,35,32,0
1355,GOM-020,GOMA  S 60 C/60,115,113,113,0
1356,GOM-022,GOMA  NATURE (MILAN) C/60,140,130,125,0
1357,GOM-023,GOMA  VALMIGOMA  EMOGIS,110,100,92,0
1358,GOM-024,GOMA  MILAN 430 C/30,91,80,75,0
1359,GOM-025,GOMA FACTIS BOLSA C/8,24,22,21,0
1360,GOM-029,GOMA  MILAN DE MIGAJON 436 NATURE C/36,99,93,87,0
1361,GOM-044,GOMA  NATURE FACTIS C/45,140,130,120,0
1362,JISS-001,CART CASCARON 35*28CM 1/8,4.5,4,3.75,0
1363,JISS-002,CART. CASCARON 56*35CM 1/4,9,8,7.5,0
1364,JISS-003,CART. CASCARON 71*56CM 1/2,18,16,15,50
1365,CAL-003,CALCULADORA CIENTIFICA MOD 82MS VELSA,70,65,62,4
1366,CAL-004,CALCULADORA DE ESCRITORIO MOD 8837B VELSA,70,62,59,0
1367,CAL-005,CALCULADORA DE ESCRITORIO MOD 9633B VELSA,100,85,78,13
1368,CAM-038,BARRAS SILICÓN CAMY DELGADO 7X250MM BOLSA 1KG,107,98,94,10
1369,CAM-039,BARRAS SILICÓN CAMY GRUESO 11X250MM BOLSA 1KG,107,98,94,19
1370,CAM-122,COMPAS DE PRECISION CAMY BRAZO LARGO C/1,20.5,19,18.5,95
1371,CAM-123,CALCULADORA CIENTIFICA CAMY MOD 82MS ,65,58,54,61
1372,CAM-124,COMPAS DE PLASTICO CAMY D/PRECISION,12,10.5,9.5,108
1373,CAM-125,COMPAS METALICO CAMY SUELTO ,0,0,0,0
1374,CAM-126,COMPAS DE PLASTICO CAMY SUELTO ,0,0,0,0
1375,END-013,GRAPA MARVEL 266 CAJITA C/5000,22,21,20,0
1376,PEX-020,HOJA OPALINA DELGADA BLANCA C/100,55,50,45,0
1377,PEX-021,HOJA OPALINA GRUESA BLANCA C/100,93.5,85,80,0
1378,PEX-022,HOJA OPALINA DELGADA AHUESADA C/100,55,50,45,0
1379,PEX-023,HOJA OPALINA GRUESA AHUESADA C/100,93.5,85,80,0
1380,PEX-061,OPALINA CAMY DELGADA BLANCA C/100,50,48,45,48
1381,PEX-062,OPALINA CAMY GRUESA BLANCA C/100,90,80,77,17
1382,PIS-017,BOLSA C/1KG DE SILICON MATIZ DELGADO,150,150,145,0
1383,CAM-040,GODETE  CAMY CHICO REDONDO BOLSA C/5,40,30,27.5,30
1384,CAM-041,GODETE  CAMY GRANDE REDONDO BOLSA C/5,50,40,37.5,55
1385,CAM-101,ESCUADRA CHICA MENDOZA ,2,1.8,1.57,0
1386,CAM-102,ESCUADRA GRANDE MENDOZA ,2,1.8,1.57,0
1387,CAM-103,TRANSPORTADOR 180 °MENDOZA ,2,1.8,1.57,0
1388,CAM-127,JGO DE GEOMETRIA CAMY DE COLOR C/COMPAS PLASTICO,27.5,24.5,23.5,24
1389,CAM-128,REGLA CAMY FLEXIBLE DE COLORES C/1,9,7.5,7,0
1390,CAM-129,REGLA CAMY FLEXIBLE DE COLORES C/12,102,84,78,15
1391,CAM-130,JUEGO DE GEOMETRIA CAMY FLEXIBLE C/COMPAS METALICO,45,40,37.5,33
1392,CAM-131,JUEGO DE GEOMETRIA CAMY FLEXIBLE C/COMPAS PLASTICO,35,32,30,45
1393,COM-001,COMPAS ECONOMICO CAMY,7.5,6.4,6,344
1394,DID-006,MONEDA DIDACTICA CAMY C/100 PZ,12.5,12.5,11.5,0
1395,DID-007,MONEDA DIDACTICA METALIZADA CAMY C/80 PZ,20,17.8,16.8,64
1396,DID-008,GODETE DE PLASTICO CAMY CHICO REDONDO,5,4,3.5,0
1397,DID-009,GODETE DE PLASTICO CAMY GRANDE REDONDO,6,5,4,0
1398,DID-013,FICHA DIDACTICA DE PLASTICO  C/100 PZ,20,17,15,0
1399,DID-014,BILLETE DIDACTICO BOLSA C/30 PZ,5,4.5,4.06,0
1400,JGR-012,JUEGO GEOMETRICO CAMY COLORES SURT.,27.5,24.5,23.5,0
1401,JGR-014,JUEGO GEOMETRICO CAMY,20,18.5,17.5,53
1402,JGR-015,REGLA DE PLASTICO TRANSP CAMY C/25,55,53,51,36
1403,JGR-016,REGLA DE PLASTICO COLORES CAMY C/25,55,53,51,19
1404,JGR-020,TRANSPORTADOR DE 180 CAMY COLORES SURT. C/24,50,48.5,45,0
1405,JGR-022,ESCUADRA DE PLASTICO CAMY C/24,44,43,41.5,30
1406,JGR-023,TRANSPORTADOR DE 180 CAMY C/24,50,48.5,45,64
1407,ABA-001,ABACO DE PLASTICO CHICO C/5,70,65,62,21
1408,ABA-002,ABACO DE PLASTICO GRANDE C/5,135,130,124,21
1409,SCC-014,SACAPUNTAS KAISER 1 ORIFICIO X25 BOLSA,14.85,13.5,12,0
1410,APA-117,HOJA BLANCA A 1ONE CARTA C/500HJS 96%B,90,85,80,0
1411,PEE-001,PELOTA DE ESPONJA NO.  2   RED  C/25 PZ.,93.5,85,82,0
1412,PEE-002,PELOTA DE ESPONJA NO.  2  1/2   RED  C/12 PZ.,93.5,85,80,0
1413,PEE-003,PELOTA DE ESPONJA NO.  3   RED  C/6 PZ.,71.5,65,60,0
1414,PEC-027,RESISTOL BLANCO ECONOMICO 30GR,3,2.6,2.3,580
1415,PEC-028,RESISTOL BLANCO ECONOMICO 60GR,3.5,3.1,2.95,454
1416,PEC-029,RESISTOL BLANCO ECONOMICO 125GR,5,4.8,4.6,353
1417,PEC-030,RESISTOL BLANCO ECONOMICO 250GR,7.5,7.5,7,202
1418,PEC-031,RESISTOL BLANCO ECONOMICO 500 GR,15,15,13.8,42
1419,PEC-032,RESISTOL BLANCO ECONOMICO 1 KG,26,25.5,24.5,63
1420,PEC-033,RESISTOL BLANCO ECONOMICO DE TIRA C/30,45,40,38,47
1421,CLB-001,CLIP TROPICALIZADO BACO NO. 1 CJA.  C/1000,110,105,100,0
1422,CLB-002,CLIP TROPICALIZADO BACO NO. 2 CJA.  C/1000,100,96,93,0
1423,CLB-003,CLIP TROPICALIZADO BACO NO. 3 CJA.  C/1000,90,85,80,10
1424,DIC-001,LAROUSSE LENGUA ESPAÑOLA VERDE,105,95,92,65
1425,DIC-002,LAROUSSE ESCOLAR ROJO,80,72,70,83
1426,DIC-003,LAROUSSE BASICO AZUL,58,52,50,86
1427,DIC-004,LAROUSSE INGLES-ESPAÑOL POCKET,60,58,55,0
1428,GIS-001,GISES DE COLORES DE C/150,0,0,0,0
1429,GIS-002,GISES BLANCO DE C/150,0,0,0,0
1430,GIS-003,GISES BACO DE COLORES DE C/12,12.5,11,10.5,0
1431,GIS-004,GISES BACO BLANCO DE C/12,7.5,7,6.5,1
1432,DID-003,GODETE DE PLASTICO CHICO REDONDO,4.95,4.5,4,0
1433,DID-004,GODETE DE PLASTICO MEDIANO REDONDO,5.5,5,4.5,0
1434,DID-005,GODETE DE PLASTICO PALETA,6.6,6,5.5,0
1435,STA-001,EST. C/8 ROTULADORES POINT 88 COL. PASTEL,130,120,110,0
1436,STA-002,EST. C/10 ROTULADORES POINT 88 COL. SURTIDO,158,139.5,132,0
1437,STA-003,EST. C/15 ROTULADORES POINT 88 + (5 NEON),315.5,278.5,263.2,1
1438,STA-004,EST. C/25 ROTULADORES POINT 88,445,393,371,4
1439,STA-005,EST. PLASTICO C/20 ZEBRUI ROTULADORES POINT 88,362,319.5,302,7
1440,STA-006,EST. PLASTICO C/20 ROTULADORES POINT 88,322,284,268.5,1
1441,STA-007,EST. C/15 MARCATEXTOS BOSS 9+6,415,365,345,1
1442,STA-008,EST. C/15 MARCATEXTOS BOSS PASTEL,415,365,345,0
1443,STA-009,EST. C/6 MARCATEXTOS BOSS PASTEL,171,151,142.5,3
1444,STA-010,EST. C/25 MARCATEXTOS BOSS ORIGINAL Y PASTEL,581,512,483.5,0
1445,STA-011,CAJA C/6 STABILLO MINI BOSS PASTELLOVE2,225.5,198.8,187.7,6
1446,JGR-017,REGLA METALICA CAMY SUELTA 30CM,12,10.5,10,50
1447,PIN-001,PINTURA TEXTIL BASICA DE 30ML. VARIOS COLORES,10,5,5,0
1448,PIN-002,PINTURA TEXTIL DIAMANTADA DE 30ML. VARIOS COLORES,10,6.5,6.5,0
1449,PIN-008,PINCEL ECONOMICO DE TIRA NEGRO C/50  PZS,85,75,70,0
1450,PIN-009,PINCEL ECONOMICO DE TIRA COLORES C/60 PZS,60,55,50,23
1451,PIN-010,PINCEL ECONOMICO DE TIRA GRUESO COLORES C/30 PZS,60,55,50,0
1452,PEC-019,RESISTOL BLANCO SUPER KOLE 30GR,4.3,3.8,3.6,156
1453,PEC-020,RESISTOL BLANCO SUPER KOLE 60GR,5.7,5,4.8,238
1454,PEC-021,RESISTOL BLANCO SUPER KOLE 120GR,9.2,8.1,7.7,166
1455,PEC-022,RESISTOL BLANCO SUPER KOLE 230GR,14.5,12.8,12.2,24
1456,PEC-023,RESISTOL BLANCO SUPER KOLE 440GR,25.2,22.2,21.2,29
1457,PEC-024,RESISTOL BLANCO SUPER KOLE 900GR,49,43.3,41.3,3
1458,PEC-044,KOLA LOKA BROCHA EXHIBIDOR C8 PZS,155,152,150,18
1459,PEC-045,KOLA LOKA GOTERITO EXHIBIDOR C10 PIEZAS,170,165,162.5,30
1460,PEC-046,KOLA LOKA PRECISION EXHIBIDOR C/10 PIEZAS,170,163,160,21
1461,PEC-047,PLASTILOKA EXHIBIDOR C/10 PIEZAS,155,152,150,5
1462,PEC-048,KOLA LOKA CARPINTERO C/1 PIEZA,55,49,47,29
1463,PEC-049,PEG. BLANCO PROFESIONAL SUPER KOLE 960 1KG,180,115,113,0
1464,PEC-050,PEG. BLANCO PROFESIONAL SUPER KOLE 960 4KG,550,415,400,4
1465,PEC-051,KOLA LOKA INDUSTRIAL KLI1000-20GR C/12 PIEZAS,613,540.5,511,0
1466,PEC-052,CHOKO LAT-OSO 350GRS,18,15,12,0
1467,PEC-053,KOLA LOKA INDUSTRIAL KLI1000-20GR  BLISTER C/1 PZ,49,43,41.5,0
1468,PEC-054,PLASTILOKA SUPER RAPIDA 20G C/10 PIEZAS,180,165,162,0
1469,PEC-055,BOTE DE BASURA VARIOS COLORES,50,45,44,0
1470,PEC-056,CHONGOS ZAMORANOS LA HERRADURA 240GR,0.15,0.15,0.15,0
1471,PEC-057,LPZ ADHESIVO KOLE 8 GR C/12,44,38.9,37.1,26
1472,PEC-058,LPZ ADHESIVO KOLE JUMBO 20 GR C/6,64.1,56.6,54,19
1473,PEC-059,LPZ ADHESIVO KOLE 11 GR CAJA C/10 BL,84.5,75,70.5,0
1474,PEC-060,LPZ ADHESIVO KOLE JUMBO 20 GR CAJA C/10 BL,125.5,110,105,6
1475,PEC-061,PEGAMENTO KOLA LOKA LADY 5G. C/1,69.7,61.5,58,0
1476,PEC-062,LPZ ADHESIVO KOLE JUMBO 42 GR C/6,158,139.5,131.5,28
1477,PEC-063,LPZ ADHESIVO KOLE 11 GR C/12 EMPLAYADO,71.5,63,60,0
1478,APA-005,MASKING TAPE JANEL DE 18X10MTS,3.9,3.3,3.03,230
1479,APA-018,CINTA JANEL TRANSP DE 44X150MTS C/6 PZS.,145.5,128.4,121.3,3
1480,APA-019,CINTA JANEL CANELA DE 44X150MTS C/6 PZS.,145.5,128.4,121.3,9
1481,APA-084,DIUREX JANEL DE 18X33MTS TORRE C/10,55.2,46,43,30
1482,APA-085,MASKING TAPE JANEL DE 12X10MTS,2.9,2.6,2.4,364
1483,CIE-001,CINTA JANEL TRANSP DE 44X40MTS C/6 PZS.,40,35.9,33.2,26
1484,CIE-002,CINTA JANEL CANELA DE 44X40MTS C/6 PZS.,40,35.9,33.2,21
1485,CIE-004,DIUREX JANEL DE 12X10MTS C/50 PZS.,58,53,50,12
1486,CIE-005,DIUREX JANEL DE 12X33MTS,4.4,3.6,3.41,231
1487,CIE-006,DIUREX JANEL DE 18X33MTS,6.8,6,5.65,284
1488,CIE-007,DIUREX JANEL DE 12X65MTS,8.2,7.2,6.82,68
1489,CIE-008,DIUREX JANEL DE 18X65MTS,12.4,10.9,10.25,109
1490,CIE-009,DIUREX JANEL DE 24X65MTS,16.5,14.3,13.6,56
1491,CIE-010,MASKING TAPE JANEL DE 12X50MTS,11.4,10,9.4,79
1492,CIE-011,MASKING TAPE JANEL DE 18X50MTS,17.4,14.5,13.65,54
